Run_ID,Avg_temp,Avg_pH,Min_DO %,Inoculum size (mL),Max_RPM,Total feed of Lactose (mL),Total culture duration (days),Contamination (Y/N),Total media volume (mL),Max FPU/ml,Notes
TRICH_514,24.901,4.405,75.117,102.899,265.037,842.116,5.467,N,4577.594,3.3,Medium Yeild
TRICH_515,27.967,5.719,33.259,64.54,237.628,1102.696,6.233,N,4327.174,2.469,High Yeild
TRICH_516,26.694,4.761,50.907,105.21,239.101,1642.988,5.579,N,4082.278,-0.712,Low yeild
TRICH_517,24.57,4.469,-9.183,76.446,297.18,2131.188,6.002,Y,4116.494,-0.219,Low yeild
TRICH_518,27.85,3.851,50.111,117.157,263.829,2224.82,4.454,Y,3873.034,2.619,Medium Yeild
TRICH_519,25.125,4.778,-3.673,89.728,272.431,1126.841,6.114,Y,4154.529,2.971,Medium yeild
TRICH_520,25.611,5.008,4.753,84.381,245.153,851.403,6.022,Y,4745.032,-0.223,Medium Yeild
TRICH_521,28.529,6.122,22.319,99.539,273.302,918.388,7.535,Y,5701.015,0.367,High Yeild
TRICH_522,23.476,5.656,9.71,88.457,237.471,1265.097,5.221,N,3498.845,0.87,Low yeild
TRICH_523,27.387,6.622,13.906,68.483,254.048,944.167,6.017,Y,5016.832,-0.897,Low yeild
TRICH_524,30.151,5.803,23.259,77.509,261.845,2124.14,4.499,Y,4122.687,2,Medium yeild
TRICH_525,31.29,4.304,25.47,118.506,266.466,1223.881,5.107,N,4004.009,3.394,High Yeild
TRICH_526,27.501,5.763,-23.348,97.705,265.441,943.981,4.984,N,3204.715,0.281,Low yeild
TRICH_527,31.19,3.75,1.245,78.652,268.815,1107.863,4.321,N,3969.397,1.469,Low yeild
TRICH_528,26.051,3.589,47.842,99.059,267.964,850.109,4.834,N,3909.732,3.149,Medium Yeild
TRICH_529,27.808,5.137,-4.42,89.797,265.189,962.238,4.591,N,4233.337,1.777,Low yeild
TRICH_530,27.676,6.32,40.951,109.51,257.013,549.267,3.862,Y,4723.243,1.904,Low yeild
TRICH_531,27.141,6.104,50.046,130.551,256.961,343.479,4.766,N,4460.363,2.019,Low yeild
TRICH_532,28.052,4.421,53.011,97.098,257.888,1250.38,4.753,N,5075.659,3.862,Low yeild
TRICH_533,29.933,4.479,5.537,96.117,273.407,1126.303,5.571,Y,3658.238,-2.549,Medium Yeild
TRICH_534,25.385,4.662,-1.607,71.977,263.854,622.471,5.078,Y,4254.557,4.264,Low yeild
TRICH_535,30.516,4.983,24.704,142.045,267.828,1114.045,5.857,Y,3836.023,3.599,Medium Yeild
TRICH_536,28.236,4.35,22.147,74.637,252.268,1361.029,5.466,N,5547.962,1.492,Low yeild
TRICH_537,33.267,4.825,9.128,61.278,250.65,1353.227,7.122,N,3454.085,4.818,Medium Yeild
TRICH_538,28.064,3.508,18.256,96.744,254.744,759.475,5.305,Y,3571.769,2.14,Low yeild
TRICH_539,27.736,5.392,18.599,139.924,248.353,933.179,5.865,Y,4113.31,-2.996,Low yeild
TRICH_540,25.332,4.536,-5.388,69.621,255.504,550.976,5.307,Y,4304.078,4.888,Low yeild
TRICH_541,33.051,5.624,-2.572,65.431,221.48,725.915,5.785,N,4667,3.141,Low yeild
TRICH_542,24.653,5.337,10.562,96.651,287.994,764.537,5.784,N,4196.358,0.931,Medium Yeild
TRICH_543,24.899,6.562,36.798,79.212,297.33,938.488,7.068,N,4239.667,3.937,Medium Yeild
TRICH_544,27.145,4.724,5.308,83.03,251.508,1664.926,3.994,Y,3933.597,2.543,Medium Yeild
TRICH_545,27.074,4.152,-15.256,103.501,267.05,1602.159,4.792,N,4278.029,3.282,Low yeild
TRICH_546,25.614,4.973,30.935,71.997,223.897,1385.76,4.584,N,4071.103,1.942,Low yeild
TRICH_547,25.841,6.414,35.972,99.631,244.583,492.414,5.025,N,3853.351,1.81,Medium Yeild
TRICH_548,25.455,5.08,5.249,141.085,249.935,880.144,6.325,N,4424.516,1.079,Low yeild
TRICH_549,26.488,4.377,3.538,95.412,261.225,1594.181,5.222,N,4203.381,5.021,Low yeild
TRICH_550,24.565,5.354,-5.759,93.725,252.057,736.349,5.429,N,3919.193,1.101,Medium Yeild
TRICH_551,27.934,4.449,-2.582,76.704,225.033,460.938,5.813,Y,3993.883,1.106,High Yeild
TRICH_552,25.957,5.807,16.312,103.99,241.67,1756.917,4.141,N,4343.609,3.794,Low yeild
TRICH_553,28.914,5.135,8.127,99.855,276.297,1032.078,3.544,Y,3850.225,2.276,Low yeild
TRICH_554,28.208,5.086,54.423,91.384,218.561,847.14,6.546,N,3801.972,-0.375,Low yeild
TRICH_555,27.064,5.645,32.976,100.86,266.904,1626.342,6.21,Y,4609.918,5.041,Medium Yeild
TRICH_556,30.166,4.902,53.124,92.513,239.031,1647.291,4.901,Y,3890.476,3.671,Low yeild
TRICH_557,26.693,4.226,-10.518,93.026,238.607,1690.072,4.689,N,2982.074,2.733,High Yeild
TRICH_558,25.475,5.309,24.69,66.716,307.827,1482.366,6.412,N,4283.211,1.727,Low yeild
TRICH_559,27.347,5.198,40.269,107.006,287.581,85.287,5.732,N,4657.325,3.263,High Yeild
TRICH_560,24.656,6.696,1.236,80.973,262.312,1562.698,4.107,Y,3975.478,0.359,Low yeild
TRICH_561,26.732,4.024,-10.38,90.622,240.407,827.802,4.907,N,3746.353,2.472,Low yeild
TRICH_562,26.488,4.648,25.022,109.759,279.889,1745.613,5.425,N,3498.406,0.985,High Yeild
TRICH_563,24.552,4.72,46.422,109.132,235.283,1586.331,5.152,N,4295.91,2.434,Medium Yeild
TRICH_564,26.493,6.888,-2.289,91.432,222.322,464.7,5.828,Y,3920.651,-0.648,Low yeild
TRICH_565,26.54,5.805,30.04,97.413,283.917,998.484,5.057,N,3452.024,3.661,Medium yeild
TRICH_566,24.841,4.701,-1.914,95.436,221.177,716.174,6.098,N,4168.831,5.512,Low yeild
TRICH_567,28.038,6.764,18.525,105.661,257.178,1629.34,3.581,N,3310.234,3.359,Low yeild
TRICH_568,28.03,4.853,12.927,72.742,272.706,1161.021,5.8,Y,3310.766,4.894,Low yeild
TRICH_569,28.479,5.435,29.223,109.112,215.518,923.781,5.72,N,5240.013,3.478,Medium Yeild
TRICH_570,28.094,5.352,-1.632,90.608,279.712,911.362,6.032,N,3662.889,2.84,Low yeild
TRICH_571,24.931,6.238,67.123,81.996,242.753,1430.746,5.632,Y,3858.419,1.713,Medium Yeild
TRICH_572,28.39,5.735,24.35,121.501,262.137,1781.523,7.18,N,3909.365,1.155,High Yeild
TRICH_573,31.269,4.475,76.691,99.757,229.337,521.829,5.088,N,4185.815,3.77,Medium Yeild
TRICH_574,26.956,5.946,38.18,72.243,212.64,1257.903,6.829,N,4561.627,1.591,Low yeild
TRICH_575,30.3,4.587,23.693,91.971,206.595,663.9,4.779,N,3587.788,3.599,Low yeild
TRICH_576,27.916,4.601,33.22,109.542,240.571,2156.017,4.255,N,4244.274,0.273,Medium Yeild
TRICH_577,27.027,4.941,26.935,73.166,283.765,814.592,4.207,Y,4534.959,3.245,High Yeild
TRICH_578,26.623,5.465,15.886,69.898,232.72,1319.829,6.128,N,3278.16,3.694,Medium Yeild
TRICH_579,25.623,5.248,18.331,84.664,255.097,1311.02,4.454,Y,4363.363,7.844,Low yeild
TRICH_580,24.706,4.718,-14.589,96.157,257.687,1086.688,5.66,Y,4676.267,-0.854,High Yeild
TRICH_581,26.676,6.181,66.59,116.129,231.584,1350.394,6.634,N,4459.045,1.577,Medium Yeild
TRICH_582,26.352,4.55,16.293,128.155,213.877,1113.017,4.465,N,4316.709,3.117,Low yeild
TRICH_583,26.91,4.952,19.873,131.462,278.741,798.938,6.796,Y,4173.301,3.493,Medium Yeild
TRICH_584,28.648,5.626,43.974,78.697,245.649,991.785,6.255,Y,3951.774,5.334,Low yeild
TRICH_585,25.852,4.83,-21.626,79.748,243.162,1089.025,4.927,Y,4179.981,4.545,Low yeild
TRICH_586,22.773,5.892,15.548,72.067,247.469,999.617,5.817,N,4346.596,8.107,High Yeild
TRICH_587,25.888,5.111,51.106,67.347,215.54,1330.909,5.263,N,3857.261,-1.757,Low yeild
TRICH_588,28.547,4.531,44.804,117.591,248.186,1845.006,3.34,N,4428.599,8.904,Low yeild
TRICH_589,25.012,5.796,2.791,116.027,252.834,471.646,4.363,Y,3566.742,0.035,Medium Yeild
TRICH_590,26.606,4.438,33.97,114.689,191.811,1735.832,4.647,N,3728.118,1.7,Medium yeild
TRICH_591,27.516,4.739,70.538,74.068,241.589,1497.088,5.183,N,4352.152,1.446,Medium Yeild
TRICH_592,27.828,3.958,-14.549,71.172,271.587,654.368,5.042,N,4721.171,-0.997,Low yeild
TRICH_593,27.14,5.393,-31.535,65.176,274.127,837.303,6.017,N,4040.239,4.848,Low yeild
TRICH_594,25.614,4.707,40.411,107.364,224.121,1358.528,4.507,Y,4345.791,2.664,Low yeild
TRICH_595,23.961,6.227,5.771,111.648,244.174,1486.762,5.891,N,3423.686,1.511,Low yeild
TRICH_596,25.171,5.749,4.932,65.973,259.46,1206.592,5.037,N,2769.01,0.877,High Yeild
TRICH_597,27.613,2.608,25.144,112.015,283.703,1042.198,6.667,Y,4496.92,3.867,Low yeild
TRICH_598,27.4,4.463,37.874,131.571,249.194,291.722,6.084,Y,3880.877,4.741,Low yeild
TRICH_599,27.979,4.546,57.766,73.758,244.852,760.413,6.025,N,4168.952,3.353,Medium Yeild
TRICH_600,23.559,5.42,47.117,98.42,257.473,545.926,5.537,N,4598.238,1.25,Low yeild
TRICH_601,29.011,5.827,27.407,84.072,239.527,1065.401,5.806,N,3817.811,-2.818,Medium Yeild
TRICH_602,26.004,5.545,31.833,92.594,288.519,1591.89,4.462,Y,3051.92,3.97,Medium Yeild
TRICH_603,26.273,4.83,18.374,92.646,232.036,1213.836,7.087,Y,3573.183,0.981,Medium yeild
TRICH_604,25.495,4.425,10.412,69.009,238.297,751.869,4.558,Y,3679.724,0.807,High Yeild
TRICH_605,26.249,4.997,4.816,87.326,273.712,532.621,5.439,Y,4619.951,-1.254,High Yeild
TRICH_606,26.036,5.522,40.205,75.783,307.807,2179.672,5.821,N,3911.638,1.364,Medium Yeild
TRICH_607,27.406,5.252,18.613,93.146,243.704,925.347,5.646,N,3253.277,-0.179,Low yeild
TRICH_608,25.194,3.555,34.288,150.322,261.992,795.512,5.912,N,4478.237,7.205,Low yeild
TRICH_609,29.815,5.242,14.92,114.931,278.308,1113.489,7.409,Y,3909.774,4.248,Low yeild
TRICH_610,28.656,4.752,10.651,66.627,243.049,176.484,6.17,Y,5148.723,0.083,Medium Yeild
TRICH_611,31.587,4.189,28.021,92.163,249.949,800.966,4.008,Y,3841.412,2.401,Medium Yeild
TRICH_612,29.126,4.795,22.189,67.849,268.756,717.214,4.133,N,2896.019,1.719,Low yeild
TRICH_613,29.412,5.365,24.493,57.724,259.621,793.95,3.666,N,4339.382,2.237,Low yeild
TRICH_614,28.74,5.49,39.54,79.489,262.497,585.81,6.263,Y,4405.633,2.228,Low yeild
TRICH_615,27.87,6.035,29.577,104.435,262.984,953.663,6.165,N,4153.71,-0.786,Medium Yeild
TRICH_616,27.997,4.932,18.167,98.561,229.594,1223.698,8.269,N,4244.935,4.117,Low yeild
TRICH_617,27.253,4.825,29.946,95.189,276.16,1081.534,5.63,Y,4074.006,1.26,Low yeild
TRICH_618,27.103,5.083,4.073,83.632,278.048,1909.823,8.313,Y,2419.287,1.768,Low yeild
TRICH_619,28.892,4.451,-9.26,115.441,246.151,346.214,7.053,N,4079.443,6.365,Low yeild
TRICH_620,28.99,4.691,24.314,105.071,258.953,2151.798,4.776,Y,4582.941,0.576,Low yeild
TRICH_621,30.327,5.729,43.777,86.782,206.744,1065.651,5.553,N,5010.45,3.935,Medium Yeild
TRICH_622,34.505,5.128,26.581,91.378,264.522,578.086,6.441,Y,4121.067,4.335,Low yeild
TRICH_623,27.015,4.81,0.642,85.843,231.148,1643.52,5.448,N,3967.566,4.785,Medium Yeild
TRICH_624,26.87,4.273,31.565,108.408,258.917,1807.814,3.448,N,4928.909,2.563,Medium Yeild
TRICH_625,28.573,4.316,2.031,68.358,274.682,2085.11,6.087,Y,3836.441,2.329,Medium yeild
TRICH_626,30.26,4.897,-12.657,83.27,213.816,1844.04,4.989,Y,4396.001,2.419,Low yeild
TRICH_627,30.473,5.314,26.706,145.847,293.564,1886.465,5.937,N,4395.852,4.934,Low yeild
TRICH_628,27.362,5.316,12.976,95.913,232.607,1389.74,6.633,Y,5120.016,4.031,Low yeild
TRICH_629,29.009,5.365,-3.281,69.176,238.081,462.878,3.892,N,3599.038,0.117,Low yeild
TRICH_630,26.06,6.383,13.53,67.208,266.521,1249.085,4.811,N,4799.289,1.996,Medium Yeild
TRICH_631,29.434,6.028,38.04,81.538,260.799,713.884,4.032,Y,4884.498,2.608,Medium Yeild
TRICH_632,28.731,5.486,1.582,91.13,197.481,1583.472,6.135,Y,4286.881,-3.528,Medium Yeild
TRICH_633,28.202,4.771,23.503,68.691,241.458,381.102,4.97,Y,5014.059,2.024,Medium Yeild
TRICH_634,26.63,5.745,53.771,99.782,270.514,1024.814,6.558,N,4513.504,0.736,Low yeild
TRICH_635,31.184,6.016,8.944,71.225,209.752,935.27,5.179,Y,5091.488,2.685,Medium Yeild
TRICH_636,25.241,5.033,40.309,111.759,239.195,576.689,5.958,N,3698.889,3.469,Medium Yeild
TRICH_637,28.083,5.221,36.103,97.181,244.08,996.111,4.476,Y,3812.922,3.143,Low yeild
TRICH_638,24.618,5.709,54.963,75.653,256.85,1534.808,6.829,N,4247.656,3.399,Medium Yeild
TRICH_639,29.938,5.189,24.62,70.544,250.978,327.405,5.057,N,4815.894,-0.091,Low yeild
TRICH_640,28.24,4.528,30.517,99.179,228.738,1067.721,5.982,Y,3077.992,1.522,Low yeild
TRICH_641,27.78,4.535,28.321,87.4,264.898,1060.483,5.301,N,3525.065,2.21,Medium Yeild
TRICH_642,30.334,5.696,1.328,120.206,249.42,2165.295,5.111,N,4619.325,0.207,Medium yeild
TRICH_643,24.232,5.809,-17.409,121.39,272.457,1092.682,6.674,N,3556.399,1.416,Low yeild
TRICH_644,27.47,4.79,37.991,87.854,241.472,1032.214,7.256,N,4800.165,2.594,High Yeild
TRICH_645,27.943,4.95,21.601,58.883,252.658,1428.267,6.532,Y,3576.022,7.403,High Yeild
TRICH_646,29.645,3.666,23.955,100.119,270.546,1141.799,6.551,Y,4367.675,2.544,High Yeild
TRICH_647,28.736,3.911,35.792,102.19,228.697,793.384,5.249,N,3401.833,0.379,Medium Yeild
TRICH_648,24.178,5.799,-1.556,84.066,250.218,1049.509,5.909,N,4891.241,3.682,Medium yeild
TRICH_649,29.08,4.311,55.198,114.187,215.685,673.839,6.397,N,4439.304,0.134,Low yeild
TRICH_650,28.525,6.143,37.146,101.318,258.374,1244.929,5.151,Y,2857.175,4.956,Medium yeild
TRICH_651,30.222,4.345,4.691,98.841,285.274,244.419,5.077,N,4663.527,1.968,Low yeild
TRICH_652,26.992,3.741,14.295,68.107,258.411,1134.56,7.437,N,4077.572,-0.453,Low yeild
TRICH_653,25.876,5.13,48.373,79.311,250.911,1684.755,5.407,N,4301.716,1.55,Low yeild
TRICH_654,24.71,5.408,6.063,108.879,224.543,803.353,5.442,N,4100.171,4.92,High Yeild
TRICH_655,24.352,4.383,1.321,88.116,214.493,1875.755,4.584,Y,3661.906,1.526,Low yeild
TRICH_656,27.114,5.757,8.227,101.876,239.5,977.425,5.613,Y,3826.411,0.688,Medium Yeild
TRICH_657,30.158,4.212,67.766,69.944,229.251,1010.835,5.12,N,4724.255,-0.426,Medium Yeild
TRICH_658,32.995,5.995,24.242,83.518,212.427,1477.385,5.899,N,5035.904,3.133,Medium Yeild
TRICH_659,25.085,4.918,6.331,78.238,242.715,1216.275,4.73,Y,4745.156,2.371,Low yeild
TRICH_660,27.786,5.657,19.011,73.16,250.781,1012.117,5.529,Y,3576.094,6.669,High Yeild
TRICH_661,28.021,4.339,17.972,101.673,241.864,1565.211,4.284,N,3809.68,-1.315,Medium Yeild
TRICH_662,26.253,5.119,6.706,116.747,290.298,1025.053,6.628,Y,3831.178,5.319,High Yeild
TRICH_663,27.394,5.355,53.595,79.168,274.753,877.248,4.757,Y,4389.25,-1.91,High Yeild
TRICH_664,27.603,4.428,29.722,62.078,256.697,1486.363,5.779,N,4704.021,5.279,Medium yeild
TRICH_665,33.217,4.941,60.467,60.888,279.175,1445.871,4.334,N,3723.261,4.782,Medium Yeild
TRICH_666,27.436,3.862,1.633,89.93,187.704,1062.665,4.979,N,3459.964,3.577,Medium Yeild
TRICH_667,27.486,4.654,29.904,122.307,245.148,1340.208,6.245,N,4258.604,2.251,Low yeild
TRICH_668,30.218,4.855,13.776,80.138,260.169,1374.432,5.754,N,3847.494,-0.41,Medium Yeild
TRICH_669,31.489,4.137,43.786,76.192,252.182,802.566,4.88,N,4388.873,0.187,High Yeild
TRICH_670,28.723,4.84,-11.272,92.711,278.463,1036.67,5.8,Y,3606.048,1.184,High Yeild
TRICH_671,24.527,5.968,6.038,92.298,223.176,787.386,4.071,Y,3640.832,4.242,High Yeild
TRICH_672,33.069,4.776,53.295,76.27,269.446,1061.038,4.951,Y,3105.687,0.967,Medium Yeild
TRICH_673,29.628,4.831,23.983,89.707,230.661,1377.099,6.859,N,3523.024,3.314,Medium yeild
TRICH_674,27.031,6.17,28.64,83.858,265.333,1431.853,5.673,Y,3880.966,3.028,Low yeild
TRICH_675,28.241,5.32,19.664,109.365,269.027,1691.686,4.381,N,5796.34,2.147,Medium Yeild
TRICH_676,22.437,4.235,48.102,100.17,236.853,342.838,4.827,N,4331.15,1.587,Low yeild
TRICH_677,26.687,4.767,41.491,113.944,289.511,1075.118,5.065,Y,4158.732,0.643,Low yeild
TRICH_678,25.502,5.736,-10.94,87.687,299.013,2601.14,6.022,N,4316.957,5.135,Low yeild
TRICH_679,25.74,5.364,-3.048,73.44,243.402,1535.056,6.403,Y,3839.861,2.827,Low yeild
TRICH_680,23.945,4.351,18.242,75.657,289.314,1215.932,6.402,Y,3501.073,-1.711,Low yeild
TRICH_681,26.713,4.908,39.662,100.125,228.885,1795.401,4.818,Y,4019.812,5.365,Low yeild
TRICH_682,26.397,6.648,44.263,120.49,252.727,-162.78,3.979,N,4039.714,0.927,Low yeild
TRICH_683,26.988,6.058,-11.215,115.541,213.332,637.783,5.952,N,3715.936,0.827,Medium Yeild
TRICH_684,28.313,5.795,18.153,109.726,278.877,1758.311,5.986,N,4092.032,1.84,Medium yeild
TRICH_685,28.606,5.479,69.709,98.37,233.259,1740.811,4.987,N,4191.302,1.97,High Yeild
TRICH_686,29.966,6.101,5.199,83.727,250.086,952.74,4.522,N,3463.198,4.744,Medium Yeild
TRICH_687,24.707,4.476,37.496,106.608,271.881,1083.618,6.588,Y,4419.372,1.581,Low yeild
TRICH_688,23.616,5.253,-4.519,83.467,261.743,1956.013,6.453,N,3155.861,7.743,Low yeild
TRICH_689,29.162,5.388,24.934,110.798,249.927,1258.635,5.089,Y,4708.753,2.186,Low yeild
TRICH_690,27.993,6.043,30.573,119.698,281.385,1595.772,5.877,N,3921.651,2.559,Medium Yeild
TRICH_691,24.998,4.322,45.314,69.969,244.685,1170.041,5.262,N,3334.407,-1.081,Low yeild
TRICH_692,28.12,4.437,11.11,72.972,237.923,755.069,5.191,Y,4143.635,4.092,Low yeild
TRICH_693,25.705,4.056,9.379,86.674,215.147,1335.632,6.29,N,3888.84,1.119,Low yeild
TRICH_694,27.308,4.867,-0.699,93.443,282.242,737.548,6.714,N,4650.517,4.591,Medium Yeild
TRICH_695,25.402,6.062,-2.427,88.544,276.366,1801.952,5.28,Y,3774.706,2.245,Medium Yeild
TRICH_696,29.548,5.019,16.333,80.386,206.781,1407.299,6.475,Y,3522.961,3.409,Medium Yeild
TRICH_697,23.938,6.014,86.008,88.435,258.552,938.26,6.183,N,5128.556,-0.516,Low yeild
TRICH_698,26.452,4.172,28.944,105.773,296.538,843.337,4.175,N,4767.659,2.109,Medium Yeild
TRICH_699,21.798,3.776,43.835,84.432,263.321,1598.93,5.421,N,4028.196,4.448,Medium Yeild
TRICH_700,27.541,5.364,7.514,66.167,247.902,856.665,5.423,N,3988.793,-0.784,Medium Yeild
TRICH_701,26.64,4.323,5.271,61.091,275.35,1399.375,5.764,Y,4172.726,1.564,Medium Yeild
TRICH_702,26.383,4.752,42.337,86.543,252.497,1475.393,6.418,Y,3149.563,6.055,Medium Yeild
TRICH_703,26.459,4.662,24.558,118.67,238.288,1209.893,3.679,N,3986.679,2.97,Medium Yeild
TRICH_704,28.204,3.618,1.357,84.358,262.022,2568.498,5.217,N,5009.046,0.3,Low yeild
TRICH_705,27.002,4.424,8.435,87.298,202.272,1614.168,4.64,N,3975.126,0.922,High Yeild
TRICH_706,27.416,5.395,52.651,96.597,240.271,1522.338,4.399,N,3435.449,3.792,Low yeild
TRICH_707,26.742,4.971,-0.796,82.672,282.526,1324.492,5.697,N,5147.259,0.043,Low yeild
TRICH_708,27.383,5.819,-6.672,75.412,255.691,1475.782,6.058,Y,4368.533,1.503,Low yeild
TRICH_709,26.129,3.965,56.084,83.554,250.029,656.308,5.892,N,5182.147,-0.108,Low yeild
TRICH_710,23.664,3.604,50.85,94.563,279.879,862.191,5.179,N,3517.881,-0.746,Medium Yeild
TRICH_711,29.796,3.558,23.243,61.674,257.152,1241.638,6.999,N,4218.783,5.386,Medium Yeild
TRICH_712,27.642,3.874,33.385,40.805,234.623,1335.389,4.792,N,3929.301,2.191,High Yeild
TRICH_713,29.096,5.655,56.807,87.608,205.484,1289.509,6.617,N,4464.195,2.769,Low yeild
TRICH_714,24.609,5.449,10.11,118.953,216.326,1115.592,5.384,Y,4657.183,-2.455,Low yeild
TRICH_715,22.104,4.852,13.427,92.069,212.811,1101.378,4.392,Y,4585.799,-1.703,High Yeild
TRICH_716,27.116,5.614,47.093,53.542,268.6,1557.941,5.065,N,3877.413,4.051,Medium Yeild
TRICH_717,26.854,6.512,14.713,96.054,246.448,1498.54,5.795,N,4265.784,0.19,Low yeild
TRICH_718,26.846,4.145,39.475,76.299,219.486,1150.557,4.149,N,3751.734,3.543,Medium Yeild
TRICH_719,24.871,4.542,20.938,98.542,265.705,1216.819,6.533,N,3487.01,1.968,Low yeild
TRICH_720,23.896,5.767,-26.56,60.551,257.7,202.325,5.531,Y,4336.959,4.305,Medium yeild
TRICH_721,28.306,4.621,36.595,102.384,268.738,652.155,6.107,N,3965.795,-0.152,Low yeild
TRICH_722,24.397,4.338,29.291,79.47,267.459,2604.987,3.905,Y,4534.938,3.53,Medium Yeild
TRICH_723,29.373,6.431,40.364,130.437,288.287,705.402,6.298,N,3922.043,1.252,Low yeild
TRICH_724,22.832,4.463,22.599,107.324,254.989,1041.19,4.318,N,4600.384,6.707,Low yeild
TRICH_725,23.981,4.946,55.446,79.031,279.44,1387.388,5.53,N,3716.616,-3.915,Low yeild
TRICH_726,27.861,4.548,0.082,58.993,276.487,1630.343,5.616,Y,4158.763,2.269,Low yeild
TRICH_727,29.128,5.864,20.736,104.542,265.182,1840.017,5.033,N,4012.931,5.279,Medium Yeild
TRICH_728,28.749,4.936,24.323,117.986,255.597,89.573,4.979,N,4011.584,1.189,Low yeild
TRICH_729,26.255,4.78,4.619,91.978,216.773,1393.805,6.215,N,4428.41,1.66,Low yeild
TRICH_730,25.337,5.52,-8.799,114.641,238.666,1389.52,3.774,Y,4460.192,5.571,Medium yeild
TRICH_731,28.702,4.933,18.079,137.859,261.554,1337.598,4.973,Y,3961.42,2.837,Low yeild
TRICH_732,25.806,5.27,18.744,101.497,260.015,-39.341,4.884,Y,4403.37,0.736,Medium Yeild
TRICH_733,28.32,4.526,18.596,108.123,224.217,1265.769,4.069,Y,3868.369,4.561,Low yeild
TRICH_734,22.259,4.685,56.708,76.491,245.582,871.809,6.394,N,4271.648,-1.006,Low yeild
TRICH_735,26.079,6.348,31.785,97.832,261.777,961.589,5.08,N,4939.882,1.359,Low yeild
TRICH_736,27.601,6.129,45.99,95.128,289.164,963.183,4.537,N,3707.741,1.553,Medium Yeild
TRICH_737,27.363,5.571,58.133,53.466,247.887,486.692,4.948,N,2673.981,0.889,Low yeild
TRICH_738,30.796,5.489,31.254,85.676,277.976,1221.261,5.426,Y,4026.29,2.779,High Yeild
TRICH_739,28.277,5.37,-13.896,109.765,241.06,793.736,4.815,N,4381.59,-0.773,Medium Yeild
TRICH_740,23.03,5.422,3.154,97.81,242.567,862.103,4.271,Y,4075.109,3.604,Medium Yeild
TRICH_741,30.2,4.106,-0.601,92.96,281.459,994.681,6.488,N,4485.253,0.54,Medium Yeild
TRICH_742,26.053,4.513,28.125,59.842,259.741,1251.679,5.489,Y,4884.816,1.597,Low yeild
TRICH_743,22.63,4.485,7.798,92.54,252.641,881.711,4.262,Y,3697.147,6.077,Low yeild
TRICH_744,24.663,4.072,21.64,104.612,256.076,1024.703,6.352,Y,3835.318,-0.525,Low yeild
TRICH_745,29.078,4.535,38.864,95.546,305.936,1840.881,5.619,N,3788.906,3.306,High Yeild
TRICH_746,31.975,5.286,25.373,104.704,259.381,1729.727,4.548,Y,3615.073,-1.069,Low yeild
TRICH_747,25.288,5.139,21.232,114.681,246.062,785.055,6.913,N,4020.398,4.613,Medium yeild
TRICH_748,27.66,4.904,50.478,81.285,254.707,1038.34,4.29,N,4225.646,4.092,Medium Yeild
TRICH_749,25.555,5.176,31.415,82.505,258.754,1208.862,5.027,N,5138.168,5.2,Low yeild
TRICH_750,28.566,4.666,7.582,52.76,262.377,1606.29,7.301,Y,4039.788,4.044,Medium Yeild
TRICH_751,29.467,6.238,-19.763,63.95,230.573,1834.271,3.478,Y,3807.653,-2.422,Medium Yeild
TRICH_752,23.854,5.594,18.616,77.502,242.184,677.471,5.669,N,3534.396,0.574,Medium Yeild
TRICH_753,29.355,4.968,19.312,117.069,274.156,1093.655,6.236,Y,4179.749,2.562,Medium Yeild
TRICH_754,28.512,6.238,33.219,62.251,251.637,369.569,6.074,Y,3256.218,-0.245,Low yeild
TRICH_755,26.81,5.089,9.382,59.737,255.626,752.316,7.742,N,3823.435,3.572,Medium Yeild
TRICH_756,29.615,4.857,38.724,64.108,278.748,1457.911,5.231,Y,3818.308,3.46,Medium Yeild
TRICH_757,26.37,5.635,3.827,103.215,232.108,1619.354,6.85,N,4150.851,1.885,High Yeild
TRICH_758,27.873,5.667,-12.511,95.947,247.62,910.643,4.923,Y,5016.453,2.185,Low yeild
TRICH_759,30.292,4.921,8.273,103.452,222.853,1083.937,4.489,Y,2791.341,3.879,Medium Yeild
TRICH_760,30.729,4.762,17.233,111.115,285.317,417.8,4.203,N,2992.454,1.166,Low yeild
TRICH_761,26.4,4.944,44.081,82.846,232.259,620.907,4.961,Y,4757.964,2.849,Medium Yeild
TRICH_762,29.714,4.157,11.163,85.043,238.039,1269.448,4.891,Y,5256.938,3.344,High Yeild
TRICH_763,26.104,6.213,5.433,115.011,284.873,1465.924,5.711,N,4397.06,2.05,Low yeild
TRICH_764,31.417,5.841,12.577,71.098,231.614,1558.857,5.231,Y,3522.209,4.228,Low yeild
TRICH_765,27.365,6.164,14.757,79.672,284.456,1217.129,5.34,N,3501.736,0.772,High Yeild
TRICH_766,28.511,3.386,2.149,136.805,278.032,760.552,6.317,Y,3869.716,3.774,Medium Yeild
TRICH_767,26.513,6.08,20.031,97.738,205.145,809.92,5.655,N,3483.844,4.287,Low yeild
TRICH_768,24.693,4.758,34.338,115.161,216.884,408.787,4.656,N,4268.007,1.721,Low yeild
TRICH_769,27.843,5.676,49.875,117.851,243.357,1592.344,5.765,N,3719.206,2.763,Low yeild
TRICH_770,28.756,4.533,32.821,97.739,232.015,1116.293,5.353,N,4201.445,3.675,Low yeild
